,Features,MaxEV,Gini,Coefficients
0,DP02_0096PE_avg,0.07617888281363991,0.007,[-0.08280808]
1,DP02_0100PE_avg,0.07248214747562248,0.006,[0.0314775]
2,DP02_0103PE_avg,0.07248209758319414,0.006,[0.03153716]
3,DP03_0016PE_avg,0.03978113593917171,0.003,[-0.33356291]
4,DP03_0100PE_avg,0.06597918534948205,0.003,[0.20516712]
