,Features,MaxEV,Gini,Coefficients
0,DP04_0102PE_avg,0.012970576100614344,0.0027081014223871366,[-0.00077904]
1,DP05_0029PE_avg,0.020340484953872598,0.00279655172413793,[0.00018277]
