,Features,MaxEV,Gini,Coefficients
0,CAINC30_210.0_2018,0.10505881966913837,0.01642387139482194,-0.4428232669657802
1,CAINC30_230.0_2018,0.10504512153073653,0.014913550031705575,0.43971788839245574
2,CAINC30_280.0_2018,0.10565116383097907,0.019429866095072374,0.02651037885851135
3,CAINC4_70.0_2018,0.10505881966913837,0.01582260489070061,-0.4428232669657861
4,CAINC4_72.0_2018,0.10504512153073653,0.014285556156443535,0.4397178883924604
